Abstract_ID,Title,Year,Journal,Keywords.author,Abstract,Review,Eco.Quantify,Abiotic,Human,Include?
1324,Network analysis can guide resilience-based management in forest landscapes under global change,2021,ECOLOGICAL APPLICATIONS,forest ecology; forest landscape modeling; forest management; functional diversity; global change; LANDIS-II; natural disturbances; network analysis; resilience,"Forests are projected to undergo dramatic compositional and structural shifts prompted by global changes, such as climatic changes and intensifying natural disturbance regimes. Future uncertainty makes planning for forest management exceptionally difficult, demanding novel approaches to maintain or improve the ability of forest ecosystems to respond and rapidly reorganize after disturbance events. Adopting a landscape perspective in forest management is particularly important in fragmented forest landscapes where both diversity and connectivity play key roles in determining resilience to global change. In this context, network analysis and functional traits combined with ecological dynamic modeling can help evaluate changes in functional response diversity and connectivity within and among forest stands in fragmented landscapes. Here, we coupled ecological dynamic modeling with functional traits analysis and network theory to analyze forested landscapes as an interconnected network of forest patches. We simulated future forest landscape dynamics in a large landscape in southern Quebec, Canada, under a combination of climate, disturbance, and management scenarios. We depicted the landscape as a functional network, assessed changes in future resilience using indicators at multiple spatial scales, and evaluated if current management practices are suitable for maintaining resilience to simulated changes in regimes. Our results show that climate change would promote forest productivity and favor heat-adapted deciduous species. Changes in natural disturbances will likely have negative impacts on native conifers and will drive changes in forest type composition. Climate change negatively impacted all resilience indicators and triggered losses of functional response diversity and connectivity across the landscape with undesirable consequences on the capacity of these forests to adapt to global change. Also, current management strategies failed to promote resilience at different spatial levels, highlighting the need for a more active and thoughtful approach to forest management under global change. Our study demonstrates the usefulness of combining dynamic landscape-scale simulation modeling with network analyses to evaluate the possible impacts of climate change as well as human and natural disturbances on forest resilience under global change.",NO,YES,NO,NO,yes
889,"Resilience of palm populations to disturbance is determined by interactive effects of fire, herbivory and harvest",2015,JOURNAL OF ECOLOGY,anthropogenic disturbance; grazing; India; integral projection model (IPM); non-timber forest product (NTFP); Phoenix loureiroi; plant population and community dynamics; savanna woodland; species interactions; Western Ghats,"Little is known about the interactive effects of multiple forms of disturbance - natural or anthropogenic - on plant population dynamics. This limits our ability to understand the drivers of these dynamics and effectively manage plant populations in the face of changing disturbance regimes. Fire, grazing and harvest of wild plants are three widespread, commonly co-occurring land management activities in the tropics that contribute to altered disturbance regimes. In this study, we investigate the effects of and interactions among these activities on mountain date palm (Phoenix loureiroi) populations in the Western Ghats, India with data from 14 palm populations, including over 2300 palm ramets monitored from 2009 to 2011. We construct integral projection models (IPMs) of palm population dynamics based on the response of palm individuals to fire and varying intensities of grazing and leaf harvest and carry out Markov Chain Monte Carlo simulations to understand the implications of different scenarios of disturbance for population persistence. We find that palm individuals and populations were resilient to low levels of fire, grazing and harvest. There are also important interactions among these forms of disturbance: intensities of harvest and grazing are highest in populations one to two years after fire, and the intensity of harvest is lower in heavily grazed populations. These interactions mean that the combined effects of multiple forms of disturbance differ from what would be assumed from simply adding their separate effects. While simulations show that sustained high intensities of harvest and grazing would have severely negative consequences for palm populations, interactions between these two forms of disturbance prevent palm populations from actually experiencing such extreme conditions. On the other hand, because intensities of grazing and harvest both increase moderately following fire, their combined negative effects on population growth rates are exacerbated by fire. Thus, multiple, interacting disturbances determine the resilience of these palm populations and the sustainability of their management.Synthesis. This study illustrates the importance of explicitly incorporating realistic interactions among multiple forms of disturbance when evaluating plant populations' resilience to changing disturbance regimes and the sustainability of plant harvest.",NO,YES,NO,NO,yes
225,Symbiont shuffling dynamics associated with photodamage during temperature stress in coral symbiosis,2022,ECOLOGICAL INDICATORS,Temperature stress; Photochemical efficiency; Symbiont shuffling; Tolerance Resilience,"Reef-building corals usually form a symbiotic relationship with various photosynthetic dinoflagellates, which may determine the physiology and stress tolerance of their hosts. The mechanisms governing symbiont dynamics are still poorly understood, but may be driven by temperature. Therefore, we performed indoor experiments to examine the photochemical efficiency and symbiont dynamics in the coral Pocillopora damicornis with thermosensitive Cladocopium (PdC) or thermo-tolerant Durusdinium (PdD) under 6-day temperature stress and after 90-day post-stress recovery. Regardless of the symbiont type, photochemical damage was induced by both heat and cold stress. We observed PdC with greater photodamage had a faster increase in the proportion of Durusdinium when exposed to heat or cold stress, whereas an inverse shuffling to Cladocopium in both PdC and PdD after the recovery period. This is the first record of symbiont shuffling from the originally dominant Durusdinium to Cladocopium in adult corals under laboratory conditions and the degree of symbiont shuffling was highly correlated with the photodamage. Overall, our findings suggest that symbiont shuffling can act as a critical mechanism allowing corals to rapidly adjust to environmental changes, which has implications for the capacity of corals to prevail in oceans with greater temperature fluctuations in the future.",NO,YES,NO,NO,yes
1873,Ocean acidification compromises recruitment success of the threatened Caribbean coral Acropora palmata,2010,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,carbon dioxide; climate change; pH; juvenile; elkhorn coral,"Ocean acidification (OA) refers to the ongoing decline in oceanic pH resulting from the uptake of atmospheric CO2. Mounting experimental evidence suggests that OA will have negative consequences for a variety of marine organisms. Whereas the effect of OA on the calcification of adult reef corals is increasingly well documented, effects on early life history stages are largely unknown. Coral recruitment, which necessitates successful fertilization, larval settlement, and postsettlement growth and survivorship, is critical to the persistence and resilience of coral reefs. To determine whether OA threatens successful sexual recruitment of reef-building corals, we tested fertilization, settlement, and postsettlement growth of Acropora palmata at pCO(2) levels that represent average ambient conditions during coral spawning (similar to 400 mu atm) and the range of pCO(2) increases that are expected to occur in this century [(similar to 560 mu atm (mid-CO2) and (similar to 800 mu atm (high-CO2)]. Fertilization, settlement, and growth were all negatively impacted by increasing pCO(2), and impairment of fertilization was exacerbated at lower sperm concentrations. The cumulative impact of OA on fertilization and settlement success is an estimated 52% and 73% reduction in the number of larval settlers on the reef under pCO(2) conditions projected for the middle and the end of this century, respectively. Additional declines of 39% (mid-CO2) and 50% (high-CO2) were observed in postsettlement linear extension rates relative to controls. These results suggest that OA has the potential to impact multiple, sequential early life history stages, thereby severely compromising sexual recruitment and the ability of coral reefs to recover from disturbance.",NO,YES,NO,NO,yes
864,"The exposure, sensitivity and vulnerability of natural vegetation in China to climate thermal variability (1901-2013): An indicator-based approach",2016,ECOLOGICAL INDICATORS,Thermal variability; Vegetation; Vulnerability; Exposure; Sensitivity; Resilience,"Vulnerability assessments can be helpful in assessing the impact of climate change on natural ecosystems and are expected to support adaptation and/or mitigation strategies in the 21st century. A challenge when conducting such assessments is the integration of the multi-level properties and processes of ecosystems into an assessment framework. Focusing on the primary stresses of climate thermal variability (at both upper and lower extremes), this study proposes a quantitative indicator system following the IPCC framework of vulnerability assessment that assesses the impact of historical climate change, during 1901-2013, on the natural terrestrial vegetation types in China. The final output of the vulnerability assessment was expressed as a composite index, composed of ecosystem exposure, sensitivity and resilience to climate thermal change, and including biological, ecological and spatial traits of vegetation types in the assessment. The exposure to temperature variability was generally higher in January than in July, and higher in non-arborous vegetation types than forests. In contrast, sensitivity was higher for forests, wetlands and alpine tundra regions, especially for small areas and areas with scattered patterns. Original forests especially those distributed in the north had lower resilience than other vegetation types. The vulnerability of natural vegetation types in China to the temperature variability of the past century was very low to moderate, with a few exceptions, including tropical mangroves and the semiarid to arid vegetation types in northwestern China, which had high vulnerability. Vulnerability was stronger in winter than in summer. Our results are generally in accord with the scenario-based projections on the geographical pattern of vegetation vulnerability to climate change, and revealed the difference caused by not considering moisture. The risks for these fragmented and narrow-range ecosystems are highlighted, and the importance of natural resilience is stressed for the assessment of vegetation vulnerability to climate change. Given the inadequate coverage of the natural reserve network in China (after the large investment in recent decades) found in the high-vulnerability vegetation types (with a few exceptions), the assessment of natural resilience of ecosystems could be critical for the optimal design of socio-economic strategies in response to the impacts of future climate change. (C) 2015 Elsevier Ltd. All rights reserved.",NO,YES,NO,NO,yes
1839,Resonant X-ray excitation of the nuclear clock isomer 45Sc,2023,NATURE,,"Resonant oscillators with stable frequencies and large quality factors help us to keep track of time with high precision. Examples range from quartz crystal oscillators in wristwatches to atomic oscillators in atomic clocks, which are, at present, our most precise time measurement devices(1). The search for more stable and convenient reference oscillators is continuing(2,3,4,5,6). Nuclear oscillators are better than atomic oscillators because of their naturally higher quality factors and higher resilience against external perturbations(7,8,9). One of the most promising cases is an ultra-narrow nuclear resonance transition in Sc-45 between the ground state and the 12.4-keV isomeric state with a long lifetime of 0.47 s (ref. 10). The scientific potential of Sc-45 was realized long ago, but applications require Sc-45 resonant excitation, which in turn requires accelerator-driven, high-brightness X-ray sources(11) that have become available only recently. Here we report on resonant X-ray excitation of the Sc-45 isomeric state by irradiation of Sc-metal foil with 12.4-keV photon pulses from a state-of-the-art X-ray free-electron laser and subsequent detection of nuclear decay products. Simultaneously, the transition energy was determined as 12,389.59(+0.12(syst))(+/- 0.15(stat)) eV with an uncertainty that is two orders of magnitude smaller than the previously known values. These advancements enable the application of this isomer in extreme metrology, nuclear clock technology, ultra-high-precision spectroscopy and similar applications.",NO,NO,YES,NO,no
1729,Jump-starting natural resilience reverses stress susceptibility,2014,SCIENCE,,,NA,NA,NA,NA,no
422,Drought resistance and resilience: The role of soil moisture-plant interactions and legacies in a dryland ecosystem,2021,JOURNAL OF ECOLOGY,biomass; Colorado Plateau; phenology; resilience; resistance; seasonal drought; soil moisture,"In many regions of the world, climate change is projected to reduce water availability through changes in the hydrological cycle, including more frequent and intense droughts, as well as seasonal shifts in precipitation. In water-limited ecosystems, such as drylands, lower soil water availability may exceed the adaptive capacity of many organisms, leading to cascading ecological effects during (concurrent effects) and after drought (legacy effects). The magnitude and duration of concurrent and legacy effects depends on drought intensity, duration and timing as well as the resistance and resilience of the ecosystem. Here, we investigated the effects of drought seasonality and plant community composition on two dominant perennial grasses, Achnatherum hymenoides (C-3 photosynthesis) and Pleuraphis jamesii (C-4 photosynthesis), in a dryland ecosystem. The experiment consisted of three precipitation treatments: control (ambient precipitation), cool-season drought (-66% ambient precipitation November-April) and warm-season drought (-66% ambient precipitation May-October), applied in two plant communities (perennial grasses with or without a large shrub, Ephedra viridis) over a 3-year period. We examined the concurrent and legacy effects of seasonal drought on soil moisture, phenology and biomass. Drought treatments had strong concurrent and legacy effects on soil moisture, which impacted the phenology and biomass of the two grasses. Drought reduced growing season length by delaying green-up (cool-season drought) or advancing senescence (warm-season drought) and reduced biomass for both species. Biomass and phenology legacy effects from drought emerged in the second and third years of the experiment. While we observed differential sensitivity to drought legacies between the two grasses, we found limited evidence that shrub presence had interactive effects with the drought treatment. Synthesis. The results from this study highlight how abiotic and biotic legacies can develop and influence a community's resistance and resilience to subsequent droughts. When the frequency of repeated extreme events, such as recurring seasonal droughts, exceeds the capacity of organisms or ecosystems to recover (i.e. resilience), persistent drought legacies can reduce the resistance to subsequent drought events. Overall, these results highlight how drought legacies are a product of ecological resistance and resilience to past drought and can influence ecosystem vulnerability to future droughts.",NO,YES,NO,NO,yes
1863,Climate mediates hypoxic stress on fish diversity and nursery function at the land-sea interface,2015,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,ecosystem services; El Nino; fisheries; hypoxia; resilience,"Coastal ecosystems provide numerous important ecological services, including maintenance of biodiversity and nursery grounds for many fish species of ecological and economic importance. However, human population growth has led to increased pollution, ocean warming, hypoxia, and habitat alteration that threaten ecosystem services. In this study, we used long-term datasets of fish abundance, water quality, and climatic factors to assess the threat of hypoxia and the regulating effects of climate on fish diversity and nursery conditions in Elkhorn Slough, a highly eutrophic estuary in central California (United States), which also serves as a biodiversity hot spot and critical nursery grounds for offshore fisheries in a broader region. We found that hypoxic conditions had strong negative effects on extent of suitable fish habitat, fish species richness, and abundance of the two most common flatfish species, English sole (Parophrys vetulus) and speckled sanddab (Citharichthys stigmaeus). The estuary serves as an important nursery ground for English sole, making this species vulnerable to anthropogenic threats. We determined that estuarine hypoxia was associated with significant declines in English sole nursery habitat, with cascading effects on recruitment to the offshore adult population and fishery, indicating that human land use activities can indirectly affect offshore fisheries. Estuarine hypoxic conditions varied spatially and temporally and were alleviated by strengthening of El Nino conditions through indirect pathways, a consistent result inmost estuaries across the northeast Pacific. These results demonstrate that changes to coastal land use and climate can fundamentally alter the diversity and functioning of coastal nurseries and their adjacent ocean ecosystems.",NO,YES,NO,NO,yes
682,The distribution and role of functional abundance in cross-scale resilience,2018,ECOLOGY,abundance; community ecology; cross-scale resilience; functional diversity; macroecology; resilience; scales,"The cross-scale resilience model suggests that system-level ecological resilience emerges from the distribution of species' functions within and across the spatial and temporal scales of a system. It has provided a quantitative method for calculating the resilience of a given system and so has been a valuable contribution to a largely qualitative field. As it is currently laid out, the model accounts for the spatial and temporal scales at which environmental resources and species are present and the functional roles species play but does not inform us about how much resource is present or how much function is provided. In short, it does not account for abundance in the distribution of species and their functional roles within and across the scales of a system. We detail the ways in which we would expect species' abundance to be relevant to the cross-scale resilience model based on the extensive abundance literature in ecology. We also put forward a series of testable hypotheses that would improve our ability to anticipate and quantify how resilience is generated, and how ecosystems will (or will not) buffer recent rapid global changes. This stream of research may provide an improved foundation for the quantitative evaluation of ecological resilience.",NO,YES,NO,NO,yes
